machine,vtg,crt,gas,res,date,lot,label
TM-PE NO.1 R3,16,168.3,23.1,0.09506833,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,19,171.3,23.1,0.110916521,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,19,171.3,23.1,0.110916521,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,19,171.3,23.1,0.110916521,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,15,167.6,23.2,0.089498807,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,15,167.3,23.1,0.089659295,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,15,166.6,23.1,0.090036014,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,15,169,23.1,0.088757396,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R3,19,169.6,23.1,0.112028302,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,166.6,23.1,0.090036014,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,167,23.2,0.089820359,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,165,23.2,0.090909091,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,167.6,23.2,0.089498807,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,161.3,23.2,0.09299442,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,169.6,23.2,0.088443396,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,158.6,23.2,0.094577554,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,169.3,23.2,0.094506793,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,178.3,23.2,0.089736399,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,178.3,23.2,0.089736399,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,178.3,23.2,0.089736399,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,168,23.2,0.089285714,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,15,161.3,23.2,0.09299442,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,20,165,23.2,0.121212121,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,165.3,23.3,0.096793708,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,164,23.3,0.097560976,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,164.6,23.3,0.097205346,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,165.6,23.3,0.096618357,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,164.3,23.3,0.097382836,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,166,23.3,0.096385542,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,20,167,23.3,0.119760479,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,150,23.3,0.106666667,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,95,178.6,29.7,0.531914894,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,95,178.6,29.7,0.531914894,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,95,178.6,29.7,0.531914894,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,162.3,34,0.141712877,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,161.3,31.8,0.136391816,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,162.6,29.8,0.135301353,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,161.3,28.2,0.142591445,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,164.3,26.8,0.1339014,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,161.6,25.7,0.136138614,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,162.6,24.9,0.135301353,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,159.6,24.3,0.144110276,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,160.6,23.7,0.143212951,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,159.6,23.3,0.144110276,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,159.6,23.3,0.144110276,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,159.6,23.3,0.144110276,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,163.6,22.7,0.140586797,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,162,22.6,0.141975309,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,159.6,22.5,0.144110276,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,162,22.5,0.141975309,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,161,22.4,0.142857143,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,161.3,22.4,0.142591445,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,162.3,22.4,0.141712877,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,163,22.4,0.141104294,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,160.6,22.4,0.143212951,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,160,22.4,0.14375,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,159.6,22.4,0.144110276,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,20,162.3,22.4,0.123228589,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,164.3,22.4,0.139987827,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,165.3,22.4,0.139140956,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,165.3,22.4,0.139140956,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,23,165.3,22.4,0.139140956,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,164.3,22.4,0.1339014,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,22,166.6,22.4,0.132052821,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,21,167.6,22.4,0.125298329,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,21,163.6,22.4,0.128361858,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R4,19,176,22.6,0.107954545,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,19,176,22.6,0.107954545,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,19,176,22.6,0.107954545,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,160.6,23.8,0.136986301,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,165,23.6,0.133333333,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,162.3,23.3,0.135551448,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,162.3,23.3,0.135551448,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,162.3,23.3,0.135551448,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,158.6,22.8,0.138713745,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,159.3,22.7,0.138104206,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,156,22.7,0.141025641,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,155,22.6,0.141935484,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,154,22.6,0.142857143,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,21,160.3,22.6,0.131004367,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,157.3,22.6,0.13986014,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,22,158,22.6,0.139240506,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,21,158.3,22.6,0.132659507,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,21,160,22.6,0.13125,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,21,160,22.5,0.13125,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,21,159,22.5,0.132075472,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,20,155,22.6,0.129032258,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,20,159.3,22.6,0.125549278,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,20,159.3,22.6,0.125549278,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,20,159.3,22.6,0.125549278,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,20,159.3,22.6,0.125549278,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,21,159,22.6,0.132075472,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R4,20,154,22.6,0.12987013,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,19,170,34.4,0.111764706,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,19,170,34.4,0.111764706,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,19,181.6,34.4,0.104625551,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,20,169.6,32.3,0.117924528,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,20,165,30.5,0.121212121,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,16,163,28.8,0.098159509,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,20,162.6,27.5,0.12300123,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,165,26.3,0.127272727,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,22,166.6,25.3,0.132052821,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,165.3,24.5,0.127041742,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,165.3,24.5,0.127041742,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,165.3,24.5,0.127041742,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,166.3,23,0.126277811,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,168.3,22.6,0.124777184,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,21,166.6,22.4,0.12605042,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,159,21.5,0.150943396,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,159,21.5,0.150943396,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,163,21.5,0.147239264,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,162.3,21.5,0.147874307,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,160,21.5,0.15,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,161.6,21.5,0.148514851,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,164.3,21.5,0.146074254,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,164,21.5,0.146341463,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R5,24,164.3,21.6,0.146074254,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,24,163.3,21.6,0.146968769,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,24,170,21.5,0.141176471,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,24,174.3,21.6,0.137693632,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,19,167,21.6,0.113772455,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,23,161.6,21.6,0.142326733,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,23,161.6,21.6,0.142326733,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R5,23,161.6,21.6,0.142326733,2023-10-17 14:42,SJQA146 2,
TM-PE NO.1 R6,16,162.6,32.9,0.098400984,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,16,164.6,30.7,0.097205346,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,16,164.6,30.7,0.097205346,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,17,161,26.4,0.105590062,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,18,162.3,24.7,0.11090573,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,19,161.6,23.2,0.117574257,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,19,164.3,21.9,0.115642118,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,19,164.3,21.1,0.115642118,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,19,164.3,21.1,0.115642118,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,19,164.3,21.1,0.115642118,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,20,162.3,19.6,0.123228589,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,20,164.6,19.4,0.121506683,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,21,163.3,19.3,0.128597673,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,20,163,19.2,0.122699387,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,20,161.6,19,0.123762376,2023-10-17 14:40,SJQA146 2,
TM-PE NO.1 R6,44,185.6,18.9,0.237068966,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,44,185.6,18.9,0.237068966,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,44,185.6,18.9,0.237068966,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,23,166.6,19,0.138055222,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,165,19,0.133333333,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,163.3,19,0.134721372,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,148.6,19,0.148048452,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,24,166,19,0.144578313,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,23,168,19,0.136904762,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,163.6,19,0.134474328,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,164,19,0.134146341,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,20,166,19,0.120481928,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,165.3,19.1,0.133091349,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,165.3,19.1,0.133091349,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,22,165.3,19.1,0.133091349,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,21,161.6,19,0.129950495,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R6,21,162.3,19,0.129390018,2023-10-17 14:41,SJQA146 2,
TM-PE NO.1 R3,16,157.3,37.1,0.101716465,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,16,157.3,37.1,0.101716465,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,17,163.6,32.7,0.10391198,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,17,163.6,32.7,0.10391198,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,17,163.6,32.7,0.10391198,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,163.3,26.9,0.116350276,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,159.3,25.8,0.119271814,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,160.3,25,0.124766064,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,164.6,24.4,0.115431349,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,162.3,24.1,0.11706716,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,156.6,23.8,0.121328225,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,163.3,23.5,0.122473974,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,170,23.4,0.111764706,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,161.3,23.3,0.12399256,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,167.6,23.3,0.113365155,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,152,23.3,0.131578947,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,158,23.2,0.132911392,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,163.6,23.2,0.128361858,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,162.3,23.2,0.129390018,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,162.3,23.2,0.129390018,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,162.3,23.2,0.129390018,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,160,23.2,0.11875,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,163.6,23.2,0.122249389,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,164,23.2,0.115853659,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,160,23.2,0.125,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,18,170,23.2,0.105882353,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,18,170,23.2,0.105882353,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,19,165.6,23.1,0.1147343,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,161.6,23.1,0.123762376,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,160.6,23.1,0.130759651,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,163,23.1,0.128834356,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,162.3,23.1,0.129390018,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,162.3,23.1,0.129390018,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,162.3,23.1,0.129390018,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,163.6,23.1,0.128361858,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,163.3,23.1,0.134721372,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,164.6,23.1,0.133657351,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,161,23.1,0.136645963,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,163.3,23.1,0.134721372,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,20,164.3,23.1,0.121728545,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,165.3,23.1,0.133091349,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,163.6,23.1,0.134474328,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,164.3,23.1,0.1339014,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,164.6,23.1,0.133657351,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,162,23.1,0.135802469,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,161,23.1,0.142857143,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,159,23.1,0.144654088,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,163,23.1,0.141104294,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,163,23.1,0.141104294,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,163,23.1,0.141104294,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,166.6,23.2,0.138055222,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,165.6,23.2,0.138888889,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,167.6,23.2,0.137231504,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,169.6,23.2,0.135613208,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,166,23.2,0.138554217,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,23,169,23.2,0.136094675,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,176.3,23.2,0.124787294,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,173,23.2,0.121387283,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,21,163.6,23.2,0.128361858,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R3,22,170,23.2,0.129411765,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,185.6,35.8,0.129310345,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,162.3,34.2,0.141712877,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,162.3,34.2,0.141712877,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,161.6,30.1,0.142326733,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,164.6,28.4,0.145808019,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,166.3,27.1,0.144317498,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,163,26,0.147239264,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,163.6,25.1,0.146699267,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,162.3,24.5,0.147874307,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,160.3,23.9,0.149719276,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,160.6,23.5,0.149439601,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,161.6,23.1,0.148514851,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,162.6,22.8,0.147601476,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,167,22.7,0.143712575,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,167,22.7,0.143712575,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,167,22.7,0.143712575,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,166,22.7,0.144578313,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,166.3,22.5,0.144317498,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,162.6,22.4,0.141451415,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,162.6,22.4,0.141451415,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,167.3,22.4,0.137477585,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,22,165.3,22.4,0.133091349,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,22,162.3,22.4,0.135551448,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,22,164.3,22.4,0.1339014,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,22,160.6,22.5,0.136986301,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,161,23.6,0.149068323,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,165.3,23.3,0.145190563,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,165.3,23.3,0.145190563,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,164.3,22.9,0.146074254,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,165,22.8,0.145454545,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,167,22.7,0.143712575,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,167.6,22.6,0.137231504,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,166,22.5,0.138554217,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,164,22.5,0.146341463,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,161,22.5,0.149068323,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,159,22.5,0.150943396,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,161.3,22.4,0.148791073,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,164.3,22.4,0.146074254,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,160.3,22.4,0.149719276,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,160.3,22.4,0.149719276,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,160.3,22.4,0.149719276,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,20,160,22.4,0.125,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,154.6,22.4,0.155239327,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,163.6,22.4,0.146699267,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,163.3,22.4,0.14084507,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,162,22.4,0.148148148,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,161.6,22.4,0.148514851,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,159.3,22.4,0.150659134,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,160,22.4,0.15,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,156.3,22.4,0.153550864,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,163,22.5,0.147239264,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,166,22.5,0.144578313,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,165.3,22.5,0.145190563,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,24,165.6,22.5,0.144927536,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,165.6,22.5,0.138888889,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,165.6,22.5,0.138888889,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R4,23,165.6,22.5,0.138888889,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,16,165,21.4,0.096969697,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,21,164.6,21.3,0.127582017,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,22,166.3,21.3,0.13229104,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,22,165.3,21.3,0.133091349,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,22,166.3,21.3,0.13229104,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,22,163.6,21.2,0.134474328,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,164.3,21.2,0.139987827,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,22,165,21.2,0.133333333,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,162.6,21.2,0.141451415,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,167,21.2,0.137724551,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,168.3,21.2,0.136660725,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,157.3,21.2,0.146217419,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,158.3,21.2,0.145293746,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,158.3,21.2,0.145293746,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,23,158.3,21.2,0.145293746,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,24,155.6,21.2,0.154241645,2023-10-17 14:34,SJQA147 1,
