machine,vtg,crt,gas,res,date,lot,label
TM-PE NO.1 R5,24,155.6,21.2,0.154241645,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,25,155.6,21.2,0.16066838,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R5,24,150,21.2,0.16,2023-10-17 14:34,SJQA147 1,
TM-PE NO.1 R6,19,178,19.2,0.106741573,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,19,178,19.2,0.106741573,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,22,160.6,19.1,0.136986301,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,23,159,19,0.144654088,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,23,162,19,0.141975309,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,23,162.6,19.1,0.141451415,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,24,161.3,19,0.148791073,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,24,158.6,19,0.151324086,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,24,159.3,19,0.150659134,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,24,159.3,19,0.150659134,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,24,159.3,19,0.150659134,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,158,19,0.158227848,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,155.3,19,0.160978751,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,152.3,19,0.164149705,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,153.6,19,0.162760417,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,22,159.3,19,0.138104206,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,26,161.3,19,0.161190329,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,161.6,19,0.15470297,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,163,19,0.153374233,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,166,19,0.15060241,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,165.3,18.9,0.151240169,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,166.3,18.9,0.150330728,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,164,19,0.152439024,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,25,149.6,19,0.167112299,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R6,19,160.3,19,0.11852776,2023-10-17 14:35,SJQA147 1,
TM-PE NO.1 R3,55,166.6,37.8,0.330132053,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,55,166.6,37.8,0.330132053,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,161.3,33.8,0.142591445,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,161.3,33.8,0.142591445,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,161.3,33.8,0.142591445,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,163,27.6,0.147239264,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,160.3,26.4,0.149719276,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,165.6,25.5,0.144927536,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,161,24.8,0.149068323,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,163.6,24.4,0.146699267,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,162.3,24.1,0.147874307,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,161.6,23.9,0.148514851,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,164.3,23.7,0.146074254,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,160.6,23.6,0.149439601,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,163.6,23.5,0.146699267,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,164.3,23.5,0.146074254,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,161.6,23.5,0.148514851,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,165.3,23.5,0.145190563,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,177.6,23.4,0.129504505,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,177.6,23.4,0.129504505,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,177.6,23.4,0.129504505,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,161.6,23.4,0.142326733,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,160.6,23.4,0.149439601,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,24,158.3,23.4,0.151610865,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,21,165,23.4,0.127272727,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,21,165,23.4,0.127272727,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,172.3,23.4,0.133488102,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,171,23.4,0.134502924,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,170.3,23.4,0.135055784,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,19,166,23.4,0.114457831,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,171.6,23.4,0.128205128,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,171.6,23.4,0.128205128,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,171.6,23.4,0.128205128,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,167,23.4,0.131736527,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,169.6,23.4,0.135613208,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,165.6,23.4,0.138888889,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,20,170,23.4,0.117647059,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,169,23.4,0.136094675,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,169.3,23.4,0.12994684,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,163,23.4,0.134969325,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,169.6,23.4,0.135613208,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,158.3,23.4,0.138976627,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,164.3,23.4,0.139987827,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,174.3,23.4,0.131956397,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,169,23.4,0.136094675,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,162,23.4,0.135802469,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,164.3,23.4,0.139987827,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,164.3,23.4,0.139987827,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,164.3,23.4,0.139987827,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,21,166.6,23.4,0.12605042,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,163.6,23.4,0.134474328,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,164,23.4,0.134146341,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,22,165,23.4,0.133333333,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,21,167.6,23.4,0.125298329,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,21,165,23.4,0.127272727,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,20,167.3,23.4,0.119545726,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,21,145.3,23.4,0.144528562,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,15,160.3,36.6,0.093574548,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,15,164,34.8,0.091463415,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,15,164,34.8,0.091463415,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,16,162.3,30.4,0.098582871,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,15,163,28.7,0.09202454,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,15,163.3,27.4,0.091855481,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,16,163.6,26.2,0.097799511,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,16,164.3,25.3,0.097382836,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,16,162.6,24.7,0.098400984,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,16,164,24.2,0.097560976,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,17,163.6,23.8,0.10391198,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,17,162.6,23.6,0.104551046,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,17,163,23.3,0.104294479,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,17,161.3,23.2,0.105393676,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,17,161.3,23.2,0.105393676,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,17,161.3,23.2,0.105393676,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,19,160,22.9,0.11875,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,19,164,22.8,0.115853659,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,19,162.6,22.8,0.116851169,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,163,22.8,0.122699387,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,164,22.8,0.12195122,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,164.6,22.7,0.121506683,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,164,22.8,0.12195122,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,19,165,22.7,0.115151515,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,165.3,22.7,0.120992136,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,164.6,22.7,0.121506683,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,167,22.7,0.119760479,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,165.6,22.7,0.120772947,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,18,167.3,22.7,0.107591154,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,21,160.6,22.7,0.130759651,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,21,160.6,22.7,0.130759651,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,21,160.6,22.7,0.130759651,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,21,162.6,22.7,0.129151292,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,167.6,23,0.119331742,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,167.6,23,0.119331742,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,167.6,23,0.119331742,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,23,160.6,24.1,0.143212951,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,23,162.6,23.8,0.141451415,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,23,159.3,23.6,0.14438167,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,162.3,23.4,0.147874307,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,160,23.2,0.15,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,160,23,0.15,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,160,23,0.15,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,160,23,0.15,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,155.6,22.8,0.154241645,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,21,157,22.8,0.133757962,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,25,164.3,22.7,0.152160682,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,159.6,22.8,0.15037594,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,156.3,22.8,0.153550864,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,157,22.7,0.152866242,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,155.3,22.7,0.154539601,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,155.3,22.7,0.154539601,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,157.3,22.7,0.152574698,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,155.6,22.7,0.154241645,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,155.6,22.7,0.154241645,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,155.3,22.7,0.154539601,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,24,157,22.7,0.152866242,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,159.6,22.7,0.125313283,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,159.6,22.7,0.125313283,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R4,20,159.6,22.7,0.125313283,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R5,68,176.3,34.4,0.385706183,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,68,176.3,34.4,0.385706183,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,163.3,34.6,0.085731782,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,163.3,32.5,0.085731782,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,163.3,32.5,0.085731782,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,163.3,32.5,0.085731782,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,15,165,27.6,0.090909091,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,167,26.4,0.083832335,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,165,25.4,0.084848485,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,165,24.6,0.084848485,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,164.3,23.9,0.085209982,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,167,23.4,0.083832335,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,165,23,0.084848485,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,165.6,22.7,0.084541063,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,167.6,22.4,0.08353222,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,18,164.3,22.2,0.109555691,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,164,21.5,0.085365854,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,14,164,21.5,0.085365854,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,16,159,21.5,0.100628931,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,20,161,21.5,0.124223602,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,160.6,21.5,0.105853051,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,161.3,21.5,0.105393676,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,162.6,21.5,0.104551046,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,18,160,21.5,0.1125,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,18,162.3,21.5,0.11090573,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,163,21.5,0.104294479,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,163,21.5,0.104294479,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,163,21.5,0.104294479,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,167,21.5,0.101796407,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,170,21.5,0.1,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,169,21.5,0.100591716,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R5,17,164,21.5,0.103658537,2023-10-17 14:43,SJQA147 2,
TM-PE NO.1 R6,15,158.6,34.1,0.094577554,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,15,158,31.8,0.094936709,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,15,158,31.8,0.094936709,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,17,158,27.3,0.107594937,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,18,157.3,25.5,0.114431024,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,18,160.6,23.9,0.112079701,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,18,160.6,22.7,0.112079701,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,19,163.6,21.7,0.116136919,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,19,162.6,20.9,0.116851169,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,19,162.6,20.4,0.116851169,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,160.3,20,0.124766064,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,160.3,20,0.124766064,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,160.3,20,0.124766064,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,160.6,19.5,0.130759651,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,22,168,19.4,0.130952381,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,165,19.1,0.127272727,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,162.3,19.1,0.129390018,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,162.3,19.1,0.129390018,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,162.6,19.1,0.129151292,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,161,19.1,0.130434783,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,22,162.6,19.1,0.135301353,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,22,163.6,19.2,0.134474328,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,21,164,19.2,0.12804878,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,164.6,19.1,0.121506683,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,162.6,19.1,0.12300123,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,163.3,19.1,0.122473974,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,19,163,19.2,0.116564417,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,19,168.6,19.2,0.112692764,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,159.6,19.2,0.125313283,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,159.6,19.2,0.125313283,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R6,20,159.6,19.2,0.125313283,2023-10-17 14:42,SJQA147 2,
TM-PE NO.1 R3,23,159.3,35.5,0.14438167,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,23,170,35,0.135294118,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.6,32.2,0.148514851,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,166.3,29.9,0.144317498,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,164,28.1,0.146341463,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,166,26.8,0.144578313,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,23,157,25.7,0.146496815,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,23,153.3,25,0.150032616,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,23,166.6,24.5,0.138055222,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.6,24.1,0.148514851,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,165,23.8,0.145454545,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,164.3,23.6,0.146074254,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.3,23.5,0.148791073,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.3,23.5,0.148791073,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.3,23.5,0.148791073,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,160,23.3,0.15,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,163,23.3,0.147239264,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,163.3,23.3,0.146968769,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,157.6,23.3,0.152284264,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.3,23.3,0.148791073,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,158.6,23.3,0.151324086,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,164.6,23.3,0.145808019,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,161.6,23.2,0.148514851,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,24,160,23.2,0.15,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,168,23.3,0.125,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,168,23.3,0.125,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,168,23.3,0.125,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,22,164.6,23.2,0.133657351,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,22,165.6,23.2,0.132850242,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,22,164.6,23.2,0.133657351,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,166.6,23.2,0.12605042,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,167,23.2,0.125748503,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,165,23.2,0.127272727,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,167,23.2,0.125748503,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,21,166,23.2,0.126506024,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,164.6,23.2,0.121506683,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,167,23.2,0.119760479,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,164.3,23.2,0.121728545,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,165.3,23.2,0.120992136,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,166,23.2,0.120481928,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,163.3,23.2,0.122473974,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,163.3,23.2,0.122473974,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,20,163.3,23.2,0.122473974,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,19,164.3,23.2,0.115642118,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,19,161.6,23.2,0.117574257,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,19,165.6,23.2,0.1147343,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,19,165,23.2,0.115151515,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,19,163.3,23.2,0.116350276,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,19,163.6,23.2,0.116136919,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,18,164.3,23.2,0.109555691,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,17,167,23.2,0.101796407,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,17,171.3,23.2,0.099241097,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,16,170,23.2,0.094117647,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,15,174,23.2,0.086206897,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,15,171.6,23.2,0.087412587,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,14,173.3,23.2,0.080784766,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,14,164.6,23.2,0.085054678,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,14,164.6,23.2,0.085054678,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R3,14,164.6,23.2,0.085054678,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,76,168.6,34.8,0.450771056,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,76,168.6,34.8,0.450771056,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,15,163,34.9,0.09202454,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,159.6,32.7,0.100250627,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,161.3,30.6,0.099194048,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,162,28.9,0.098765432,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,163,27.5,0.098159509,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,161,26.3,0.099378882,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,162,25.4,0.098765432,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,162,25.4,0.098765432,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,162,25.4,0.098765432,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,161.3,23.7,0.099194048,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,161,23.3,0.099378882,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,162.3,23,0.098582871,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,166.6,22.8,0.096038415,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,165,22.7,0.096969697,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,156.3,22.7,0.102367242,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,15,166,22.7,0.090361446,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,15,164.6,22.6,0.091130012,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,16,166.3,22.6,0.096211666,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,15,165.3,22.5,0.090744102,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,19,166.6,22.5,0.114045618,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,14,168.6,22.5,0.083036773,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,14,161.6,22.5,0.086633663,2023-10-17 14:36,SJQA148 1,
