id,machine,label,jig,vtg,crt,gas,,,starttime,,
249012726,TM-PE NO.1 R1,0,1,13.2,138.3,0,0,0,2023-05-03-8:35:18.677,,
249013270,TM-PE NO.1 R1,0,1,13.1,174.5,0,0,0,2023-05-03-8:36:05.157,,
249013281,TM-PE NO.1 R1,0,1,13.1,176.2,0,0,0,2023-05-03-8:36:05.697,,
249013293,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:36:06.230,,
249013304,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:36:06.763,,
249013316,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:36:07.297,,
249013328,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-8:36:07.840,37,
249013338,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-8:36:08.370,,
249014027,TM-PE NO.1 R1,0,1,13.3,175.4,0,0,0,2023-05-03-8:36:55.720,,
249014031,TM-PE NO.1 R1,1,1,13.4,177.5,0,0,0,2023-05-03-8:36:56.247,,
249014036,TM-PE NO.1 R1,1,1,13.5,176.2,0,0,0,2023-05-03-8:36:56.780,,
249014042,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:36:57.320,,
249014045,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:36:57.840,38,
249014053,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:36:58.383,,
249014058,TM-PE NO.1 R1,1,1,13.2,171.2,0,0,0,2023-05-03-8:36:58.903,,
249016074,TM-PE NO.1 R1,0,1,13.5,177.9,0,0,0,2023-05-03-8:39:48.850,,
249016084,TM-PE NO.1 R1,0,1,13.5,177.9,0,0,0,2023-05-03-8:39:49.383,,
249016097,TM-PE NO.1 R1,0,1,13.6,172,0,0,0,2023-05-03-8:39:49.920,,
249016112,TM-PE NO.1 R1,0,1,13.1,173.3,0,0,0,2023-05-03-8:39:50.457,39,
249016123,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:39:50.977,,
249016133,TM-PE NO.1 R1,0,1,13.2,172.9,0,0,0,2023-05-03-8:39:51.507,,
249016932,TM-PE NO.1 R1,0,1,13.1,175.8,0,0,0,2023-05-03-8:40:42.197,,
249016942,TM-PE NO.1 R1,0,1,13.1,175.8,0,0,0,2023-05-03-8:40:42.740,,
249016952,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-8:40:43.283,,
249016962,TM-PE NO.1 R1,0,1,13.2,177.9,0,0,0,2023-05-03-8:40:43.833,40,
249016974,TM-PE NO.1 R1,0,1,13.1,177.9,0,0,0,2023-05-03-8:40:44.383,,
249016984,TM-PE NO.1 R1,0,1,13.3,173.7,0,0,0,2023-05-03-8:40:44.923,,
249016993,TM-PE NO.1 R1,0,1,13.4,173.7,0,0,0,2023-05-03-8:40:45.457,,
249018020,TM-PE NO.1 R1,0,1,13.2,173.3,0,0,0,2023-05-03-8:41:32.110,,
249018034,TM-PE NO.1 R1,0,1,13.1,177,0,0,0,2023-05-03-8:41:32.650,,
249018046,TM-PE NO.1 R1,0,1,13.2,173.3,0,0,0,2023-05-03-8:41:33.197,41,
249018059,TM-PE NO.1 R1,0,1,13.2,168.3,0,0,0,2023-05-03-8:41:33.743,,
249018073,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-8:41:34.287,,
249018091,TM-PE NO.1 R1,0,1,13.2,172.5,0,0,0,2023-05-03-8:41:34.840,,
249018106,TM-PE NO.1 R1,0,1,13.7,174.1,0,0,0,2023-05-03-8:41:35.373,,
249018122,TM-PE NO.1 R1,0,0,12.9,120.4,0,0,0,2023-05-03-8:41:35.927,,
249019000,TM-PE NO.1 R1,0,1,13.3,177.9,0,0,0,2023-05-03-8:42:22.983,,
249019014,TM-PE NO.1 R1,0,1,13.1,172.5,0,0,0,2023-05-03-8:42:23.540,,
249019026,TM-PE NO.1 R1,0,1,12.5,172,0,0,0,2023-05-03-8:42:24.097,42,
249019037,TM-PE NO.1 R1,0,1,12.8,174.1,0,0,0,2023-05-03-8:42:24.633,,
249019047,TM-PE NO.1 R1,0,1,13,175.8,0,0,0,2023-05-03-8:42:25.177,,
249019058,TM-PE NO.1 R1,0,1,12.8,121.6,0,0,0,2023-05-03-8:42:25.717,,
249019969,TM-PE NO.1 R1,1,1,13.1,176.6,0,0,0,2023-05-03-8:43:13.150,,
249019981,TM-PE NO.1 R1,1,1,13.3,176.2,0,0,0,2023-05-03-8:43:13.710,,
249019989,TM-PE NO.1 R1,1,1,13.2,177.9,0,0,0,2023-05-03-8:43:14.247,43,
249019999,TM-PE NO.1 R1,1,1,13.1,176.6,0,0,0,2023-05-03-8:43:14.800,,
249020011,TM-PE NO.1 R1,1,1,13.7,167,0,0,0,2023-05-03-8:43:15.350,,
249020696,TM-PE NO.1 R1,1,1,19.9,162.9,0,0,0,2023-05-03-8:43:59.903,,
249020702,TM-PE NO.1 R1,1,1,19.9,162.9,0,0,0,2023-05-03-8:44:00.420,,
249020705,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:44:00.937,,
249020713,TM-PE NO.1 R1,1,1,13.1,175,0,0,0,2023-05-03-8:44:01.450,,
249020724,TM-PE NO.1 R1,1,1,13.2,177,0,0,0,2023-05-03-8:44:01.973,44,
249020730,TM-PE NO.1 R1,1,1,13.5,175.8,0,0,0,2023-05-03-8:44:02.487,,
249020737,TM-PE NO.1 R1,1,1,13.5,175.8,0,0,0,2023-05-03-8:44:03.003,,
249020744,TM-PE NO.1 R1,1,1,13.5,175.8,0,0,0,2023-05-03-8:44:03.520,,
249020753,TM-PE NO.1 R1,1,1,12.9,120.8,0,0,0,2023-05-03-8:44:04.563,,
249021600,TM-PE NO.1 R1,0,1,12.6,174.1,0,0,0,2023-05-03-8:44:50.567,,
249021608,TM-PE NO.1 R1,0,1,12.6,174.1,0,0,0,2023-05-03-8:44:51.077,,
249021619,TM-PE NO.1 R1,0,1,13.1,173.3,0,0,0,2023-05-03-8:44:51.617,,
249021627,TM-PE NO.1 R1,0,1,13.2,172.5,0,0,0,2023-05-03-8:44:52.143,,
249021637,TM-PE NO.1 R1,0,1,13.1,176.2,0,0,0,2023-05-03-8:44:52.667,45,
249021648,TM-PE NO.1 R1,0,1,13.6,174.1,0,0,0,2023-05-03-8:44:53.197,,
249021654,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-8:44:53.710,,
249021667,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-8:44:54.243,,
249021678,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-8:44:54.790,,
249022604,TM-PE NO.1 R1,1,1,13.3,172.5,0,0,0,2023-05-03-8:45:41.080,,
249022613,TM-PE NO.1 R1,1,1,13.3,172.5,0,0,0,2023-05-03-8:45:41.597,,
249022627,TM-PE NO.1 R1,1,1,13.2,175.4,0,0,0,2023-05-03-8:45:42.130,46,
249022637,TM-PE NO.1 R1,1,1,13.2,173.3,0,0,0,2023-05-03-8:45:42.657,,
249022650,TM-PE NO.1 R1,1,1,13.7,172.9,0,0,0,2023-05-03-8:45:43.190,,
249022664,TM-PE NO.1 R1,1,1,13.1,175,0,0,0,2023-05-03-8:45:43.723,,
249022673,TM-PE NO.1 R1,1,1,13.4,176.6,0,0,0,2023-05-03-8:45:44.243,,
249023788,TM-PE NO.1 R1,1,1,13.2,175.8,0,0,0,2023-05-03-8:46:33.990,,
249023801,TM-PE NO.1 R1,1,1,12.9,174.1,0,0,0,2023-05-03-8:46:34.520,,
249023817,TM-PE NO.1 R1,1,1,13.3,173.3,0,0,0,2023-05-03-8:46:35.053,,
249023830,TM-PE NO.1 R1,1,1,13,172.5,0,0,0,2023-05-03-8:46:35.610,,
249023845,TM-PE NO.1 R1,1,1,13,172.5,0,0,0,2023-05-03-8:46:36.190,47,
249023864,TM-PE NO.1 R1,1,1,13,172.5,0,0,0,2023-05-03-8:46:36.737,,
249023878,TM-PE NO.1 R1,1,1,13.4,151.6,0,0,0,2023-05-03-8:46:37.293,,
249024908,TM-PE NO.1 R1,0,1,13.2,174.5,0,0,0,2023-05-03-8:47:26.943,,
249024918,TM-PE NO.1 R1,0,1,13.2,174.5,0,0,0,2023-05-03-8:47:27.467,,
249024923,TM-PE NO.1 R1,0,1,13.2,174.5,0,0,0,2023-05-03-8:47:27.990,,
249024928,TM-PE NO.1 R1,0,1,13.2,171.6,0,0,0,2023-05-03-8:47:28.510,,
249024935,TM-PE NO.1 R1,0,1,13,174.5,0,0,0,2023-05-03-8:47:29.027,48,
249024940,TM-PE NO.1 R1,0,1,12.9,173.7,0,0,0,2023-05-03-8:47:29.553,,
249024948,TM-PE NO.1 R1,0,1,13,172.5,0,0,0,2023-05-03-8:47:30.070,,
249025837,TM-PE NO.1 R1,0,1,13.7,164.1,0,0,0,2023-05-03-8:48:19.627,,
249025846,TM-PE NO.1 R1,0,1,13.7,164.1,0,0,0,2023-05-03-8:48:20.157,,
249025854,TM-PE NO.1 R1,0,1,13.3,175,0,0,0,2023-05-03-8:48:20.687,,
249025867,TM-PE NO.1 R1,0,1,13.1,174.5,0,0,0,2023-05-03-8:48:21.220,,
249025878,TM-PE NO.1 R1,0,1,13.1,176.6,0,0,0,2023-05-03-8:48:21.747,49,
249025891,TM-PE NO.1 R1,0,1,13.1,177,0,0,0,2023-05-03-8:48:22.280,,
249025903,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:48:22.807,,
249025915,TM-PE NO.1 R1,0,1,13.5,175.8,0,0,0,2023-05-03-8:48:23.337,,
249026849,TM-PE NO.1 R1,0,1,13.5,177,0,0,0,2023-05-03-8:49:08.893,,
249026869,TM-PE NO.1 R1,0,1,13.5,177,0,0,0,2023-05-03-8:49:09.420,,
249026881,TM-PE NO.1 R1,0,1,13.5,177,0,0,0,2023-05-03-8:49:09.953,50,
249026894,TM-PE NO.1 R1,0,1,13.2,171.2,0,0,0,2023-05-03-8:49:10.480,,
249026912,TM-PE NO.1 R1,0,1,12.7,172.5,0,0,0,2023-05-03-8:49:11.010,,
249026927,TM-PE NO.1 R1,0,1,12.8,173.3,0,0,0,2023-05-03-8:49:11.530,,
249026938,TM-PE NO.1 R1,0,1,13,175.4,0,0,0,2023-05-03-8:49:12.057,,
249030526,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:52:47.420,,
249030536,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:52:47.963,,
249030548,TM-PE NO.1 R1,0,1,13.1,177,0,0,0,2023-05-03-8:52:48.493,,
249030559,TM-PE NO.1 R1,0,1,13.3,175,0,0,0,2023-05-03-8:52:49.027,51,
249030573,TM-PE NO.1 R1,0,1,13.2,173.3,0,0,0,2023-05-03-8:52:49.563,,
249030583,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:52:50.100,,
249030595,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:52:50.650,,
249030604,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:52:51.197,,
249030609,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:52:51.230,,
249031217,TM-PE NO.1 R1,0,1,13.1,175.4,0,0,0,2023-05-03-8:53:37.593,,
249031229,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-8:53:38.127,,
249031238,TM-PE NO.1 R1,0,1,13.6,175.4,0,0,0,2023-05-03-8:53:38.670,,
249031247,TM-PE NO.1 R1,0,1,13.5,174.1,0,0,0,2023-05-03-8:53:39.213,52,
249031254,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:53:39.740,,
249031261,TM-PE NO.1 R1,0,1,13.1,174.5,0,0,0,2023-05-03-8:53:40.270,,
249031271,TM-PE NO.1 R1,0,1,13.4,124.5,0,0,0,2023-05-03-8:53:40.803,,
249032204,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:54:28.237,,
249032219,TM-PE NO.1 R1,1,1,13,172.5,0,0,0,2023-05-03-8:54:28.773,53,
249032234,TM-PE NO.1 R1,1,1,13.1,176.6,0,0,0,2023-05-03-8:54:29.307,,
249032246,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:54:29.827,,
249032258,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:54:30.360,,
249032267,TM-PE NO.1 R1,1,1,13,172.9,0,0,0,2023-05-03-8:54:30.897,,
249033026,TM-PE NO.1 R1,0,1,13.4,173.3,0,0,0,2023-05-03-8:55:20.320,,
249033038,TM-PE NO.1 R1,0,1,13.4,173.3,0,0,0,2023-05-03-8:55:20.867,,
249033046,TM-PE NO.1 R1,0,1,13.1,177.5,0,0,0,2023-05-03-8:55:21.400,,
249033056,TM-PE NO.1 R1,0,1,13.2,173.7,0,0,0,2023-05-03-8:55:21.940,,
249033064,TM-PE NO.1 R1,0,1,13.6,174.1,0,0,0,2023-05-03-8:55:22.463,,
249033076,TM-PE NO.1 R1,0,1,13,173.3,0,0,0,2023-05-03-8:55:22.990,54,
249033082,TM-PE NO.1 R1,0,1,13,175,0,0,0,2023-05-03-8:55:23.513,,
249033093,TM-PE NO.1 R1,0,1,13,175,0,0,0,2023-05-03-8:55:24.053,,
249033100,TM-PE NO.1 R1,0,1,13,175,0,0,0,2023-05-03-8:55:24.573,,
249033861,TM-PE NO.1 R1,1,1,13.1,175,0,0,0,2023-05-03-8:56:10.643,,
249033872,TM-PE NO.1 R1,1,1,13.1,173.3,0,0,0,2023-05-03-8:56:11.163,,
249033888,TM-PE NO.1 R1,1,1,12.8,171.6,0,0,0,2023-05-03-8:56:11.707,55,
249033897,TM-PE NO.1 R1,1,1,13,171.2,0,0,0,2023-05-03-8:56:12.237,,
249033908,TM-PE NO.1 R1,1,1,12.6,172,0,0,0,2023-05-03-8:56:12.767,,
249033917,TM-PE NO.1 R1,1,1,12.5,171.6,0,0,0,2023-05-03-8:56:13.297,,
249033931,TM-PE NO.1 R1,1,1,12.9,162,0,0,0,2023-05-03-8:56:13.840,,
249034806,TM-PE NO.1 R1,1,1,13.2,175.8,0,0,0,2023-05-03-8:56:59.890,,
249034817,TM-PE NO.1 R1,1,1,13.1,173.3,0,0,0,2023-05-03-8:57:00.420,,
249034827,TM-PE NO.1 R1,1,1,13.1,174.1,0,0,0,2023-05-03-8:57:00.950,,
249034840,TM-PE NO.1 R1,1,1,13.1,172.9,0,0,0,2023-05-03-8:57:01.483,56,
249034853,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:57:02.007,,
249034864,TM-PE NO.1 R1,1,1,13,176.2,0,0,0,2023-05-03-8:57:02.537,,
249034878,TM-PE NO.1 R1,1,1,12.9,170.8,0,0,0,2023-05-03-8:57:03.067,,
249036010,TM-PE NO.1 R1,1,1,13.1,177,0,0,0,2023-05-03-8:57:49.690,,
249036025,TM-PE NO.1 R1,1,1,13.1,177,0,0,0,2023-05-03-8:57:50.253,,
249036033,TM-PE NO.1 R1,1,1,13.2,174.1,0,0,0,2023-05-03-8:57:50.777,,
249036044,TM-PE NO.1 R1,1,1,13.6,174.1,0,0,0,2023-05-03-8:57:51.310,57,
249036054,TM-PE NO.1 R1,1,1,13.2,174.1,0,0,0,2023-05-03-8:57:51.850,,
249036061,TM-PE NO.1 R1,1,1,13.3,173.7,0,0,0,2023-05-03-8:57:52.370,,
249036989,TM-PE NO.1 R1,0,1,13.5,172.5,0,0,0,2023-05-03-8:58:43.080,,
249036997,TM-PE NO.1 R1,0,1,13.5,172.5,0,0,0,2023-05-03-8:58:43.597,,
249037006,TM-PE NO.1 R1,0,1,13,177.9,0,0,0,2023-05-03-8:58:44.117,,
249037014,TM-PE NO.1 R1,0,1,12.7,177.9,0,0,0,2023-05-03-8:58:44.630,58,
249037023,TM-PE NO.1 R1,0,1,13.2,176.6,0,0,0,2023-05-03-8:58:45.143,,
249037034,TM-PE NO.1 R1,0,1,13,173.7,0,0,0,2023-05-03-8:58:45.660,,
249037043,TM-PE NO.1 R1,0,1,13,172.9,0,0,0,2023-05-03-8:58:46.183,,
249038008,TM-PE NO.1 R1,1,1,12.9,173.7,0,0,0,2023-05-03-8:59:34.310,,
249038016,TM-PE NO.1 R1,1,1,13.2,173.7,0,0,0,2023-05-03-8:59:34.850,,
249038029,TM-PE NO.1 R1,1,1,13.2,174.5,0,0,0,2023-05-03-8:59:35.403,,
249038044,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:59:35.953,,
249038056,TM-PE NO.1 R1,1,1,13.2,176.6,0,0,0,2023-05-03-8:59:36.483,59,
249038068,TM-PE NO.1 R1,1,1,13.1,174.1,0,0,0,2023-05-03-8:59:37.007,,
249038082,TM-PE NO.1 R1,1,1,12.9,164.5,0,0,0,2023-05-03-8:59:37.537,,
249038963,TM-PE NO.1 R1,1,1,13.1,175.8,0,0,0,2023-05-03-9:00:25.233,,
249038975,TM-PE NO.1 R1,1,1,13.1,175.4,0,0,0,2023-05-03-9:00:25.763,,
249038990,TM-PE NO.1 R1,1,1,13.2,177.5,0,0,0,2023-05-03-9:00:26.327,60,
249038998,TM-PE NO.1 R1,1,1,13,177,0,0,0,2023-05-03-9:00:26.840,,
249039008,TM-PE NO.1 R1,1,1,13.2,175.8,0,0,0,2023-05-03-9:00:27.387,,
249039015,TM-PE NO.1 R1,1,1,13.3,173.7,0,0,0,2023-05-03-9:00:27.920,,
249039024,TM-PE NO.1 R1,1,1,13.2,124.5,0,0,0,2023-05-03-9:00:28.450,,
249039714,TM-PE NO.1 R1,0,1,13.3,172.9,0,0,0,2023-05-03-9:01:16.040,,
249039722,TM-PE NO.1 R1,0,1,13.3,172.9,0,0,0,2023-05-03-9:01:16.577,,
249039730,TM-PE NO.1 R1,0,1,13.3,174.1,0,0,0,2023-05-03-9:01:17.107,61,
249039744,TM-PE NO.1 R1,0,1,13.4,173.3,0,0,0,2023-05-03-9:01:17.647,,
249039756,TM-PE NO.1 R1,0,1,13.3,173.3,0,0,0,2023-05-03-9:01:18.190,,
249039767,TM-PE NO.1 R1,0,1,13.2,175,0,0,0,2023-05-03-9:01:18.723,,
249039777,TM-PE NO.1 R1,0,1,13.1,174.5,0,0,0,2023-05-03-9:01:19.253,,
249040696,TM-PE NO.1 R1,1,1,13,177,0,0,0,2023-05-03-9:02:08.220,,
249040706,TM-PE NO.1 R1,1,1,13,177,0,0,0,2023-05-03-9:02:08.740,,
249040715,TM-PE NO.1 R1,1,1,13.3,175,0,0,0,2023-05-03-9:02:09.277,,
249040724,TM-PE NO.1 R1,1,1,13.5,174.1,0,0,0,2023-05-03-9:02:09.800,62,
249040741,TM-PE NO.1 R1,1,1,13.5,173.3,0,0,0,2023-05-03-9:02:10.320,,
249040751,TM-PE NO.1 R1,1,1,13.1,173.7,0,0,0,2023-05-03-9:02:10.827,,
249040764,TM-PE NO.1 R1,1,1,13.2,173.7,0,0,0,2023-05-03-9:02:11.340,,
249041512,TM-PE NO.1 R1,0,1,12.9,176.6,0,0,0,2023-05-03-9:02:57.113,,
249041523,TM-PE NO.1 R1,0,1,12.9,176.6,0,0,0,2023-05-03-9:02:57.643,,
249041532,TM-PE NO.1 R1,0,1,13.1,174.5,0,0,0,2023-05-03-9:02:58.187,,
249041544,TM-PE NO.1 R1,0,1,13.1,173.3,0,0,0,2023-05-03-9:02:58.713,63,
249041554,TM-PE NO.1 R1,0,1,12.7,174.5,0,0,0,2023-05-03-9:02:59.260,,
249041567,TM-PE NO.1 R1,0,1,13.3,172,0,0,0,2023-05-03-9:02:59.800,,
249041579,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-9:03:00.327,,
249042666,TM-PE NO.1 R1,1,1,13,172,0,0,0,2023-05-03-9:03:48.130,,
249042676,TM-PE NO.1 R1,1,1,13,172,0,0,0,2023-05-03-9:03:48.677,,
249042689,TM-PE NO.1 R1,1,1,13.1,174.1,0,0,0,2023-05-03-9:03:49.223,64,
249042704,TM-PE NO.1 R1,1,1,13.1,173.3,0,0,0,2023-05-03-9:03:49.770,,
249042717,TM-PE NO.1 R1,1,1,13.1,175.4,0,0,0,2023-05-03-9:03:50.327,,
249042727,TM-PE NO.1 R1,1,1,13.1,176.2,0,0,0,2023-05-03-9:03:50.857,,
249043741,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-9:04:36.867,,
249043756,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-9:04:37.417,,
249043771,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-9:04:37.950,,
249043783,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-9:04:38.477,65,
249043796,TM-PE NO.1 R1,0,1,13.2,175.8,0,0,0,2023-05-03-9:04:39.027,,
249043812,TM-PE NO.1 R1,0,1,13.6,175.8,0,0,0,2023-05-03-9:04:39.577,,
249043826,TM-PE NO.1 R1,0,1,13.6,150.8,0,0,0,2023-05-03-9:04:40.113,,
249044750,TM-PE NO.1 R1,1,1,13.3,173.7,0,0,0,2023-05-03-9:05:25.843,,
249044758,TM-PE NO.1 R1,1,1,13.3,173.7,0,0,0,2023-05-03-9:05:26.360,,
249044765,TM-PE NO.1 R1,1,1,13.1,172,0,0,0,2023-05-03-9:05:26.893,,
249044773,TM-PE NO.1 R1,1,1,13.3,173.3,0,0,0,2023-05-03-9:05:27.427,66,
249044780,TM-PE NO.1 R1,1,1,13.3,174.5,0,0,0,2023-05-03-9:05:27.950,,
249044790,TM-PE NO.1 R1,1,1,13.1,176.6,0,0,0,2023-05-03-9:05:28.487,,
249044800,TM-PE NO.1 R1,1,1,13.1,176.6,0,0,0,2023-05-03-9:05:29.027,,
249044810,TM-PE NO.1 R1,1,1,13.1,176.6,0,0,0,2023-05-03-9:05:29.553,,
249045456,TM-PE NO.1 R1,1,1,13.3,172,0,0,0,2023-05-03-9:06:15.737,,
249045463,TM-PE NO.1 R1,1,1,13.2,175.4,0,0,0,2023-05-03-9:06:16.267,,
249045475,TM-PE NO.1 R1,1,1,13.2,176.6,0,0,0,2023-05-03-9:06:16.800,67,
249045484,TM-PE NO.1 R1,1,1,13.9,171.6,0,0,0,2023-05-03-9:06:17.340,,
249045495,TM-PE NO.1 R1,1,1,13.4,174.1,0,0,0,2023-05-03-9:06:17.877,,
249045504,TM-PE NO.1 R1,1,1,13,176.6,0,0,0,2023-05-03-9:06:18.413,,
249045516,TM-PE NO.1 R1,1,1,13.1,173.3,0,0,0,2023-05-03-9:06:18.953,,
249045997,TM-PE NO.1 R1,1,1,13.5,171.6,0,0,0,2023-05-03-9:07:05.863,,
249046003,TM-PE NO.1 R1,1,1,13.5,171.6,0,0,0,2023-05-03-9:07:06.390,,
249046010,TM-PE NO.1 R1,1,1,13.6,176.6,0,0,0,2023-05-03-9:07:06.923,,
249046016,TM-PE NO.1 R1,1,1,13.2,172.9,0,0,0,2023-05-03-9:07:07.453,68,
249046022,TM-PE NO.1 R1,1,1,13.3,173.3,0,0,0,2023-05-03-9:07:07.990,,
249046026,TM-PE NO.1 R1,1,1,13.2,175.8,0,0,0,2023-05-03-9:07:08.510,,
249046031,TM-PE NO.1 R1,1,1,13.3,177.5,0,0,0,2023-05-03-9:07:09.020,,
249046829,TM-PE NO.1 R1,1,1,13.6,174.1,0,0,0,2023-05-03-9:07:54.457,,
249046844,TM-PE NO.1 R1,1,1,13.6,174.1,0,0,0,2023-05-03-9:07:55.003,,
249046859,TM-PE NO.1 R1,1,1,13.6,174.1,0,0,0,2023-05-03-9:07:55.550,,
249046875,TM-PE NO.1 R1,1,1,13.3,175.8,0,0,0,2023-05-03-9:07:56.073,,
249046887,TM-PE NO.1 R1,1,1,13.2,174.5,0,0,0,2023-05-03-9:07:56.610,69,
249046900,TM-PE NO.1 R1,1,1,13.4,172.9,0,0,0,2023-05-03-9:07:57.130,,
249046915,TM-PE NO.1 R1,1,1,13.2,172.9,0,0,0,2023-05-03-9:07:57.660,,
249046926,TM-PE NO.1 R1,1,1,13.3,133.7,0,0,0,2023-05-03-9:07:58.200,,
249047872,TM-PE NO.1 R1,1,1,14,173.7,0,0,0,2023-05-03-9:08:44.330,,
249047886,TM-PE NO.1 R1,1,1,14,173.7,0,0,0,2023-05-03-9:08:44.853,,
249047900,TM-PE NO.1 R1,1,1,13.2,174.5,0,0,0,2023-05-03-9:08:45.410,,
249047912,TM-PE NO.1 R1,1,1,13.4,172.9,0,0,0,2023-05-03-9:08:45.947,70,
249047923,TM-PE NO.1 R1,1,1,13.4,172.9,0,0,0,2023-05-03-9:08:46.480,,
249047943,TM-PE NO.1 R1,1,1,13.4,172.9,0,0,0,2023-05-03-9:08:47.037,,
249047956,TM-PE NO.1 R1,1,1,13.3,173.7,0,0,0,2023-05-03-9:08:47.583,,
249047969,TM-PE NO.1 R1,1,1,13.1,173.7,0,0,0,2023-05-03-9:08:48.110,,
249049087,TM-PE NO.1 R1,0,1,13.5,175.4,0,0,0,2023-05-03-9:09:32.887,,
249049097,TM-PE NO.1 R1,0,1,13.5,175.4,0,0,0,2023-05-03-9:09:33.430,,
249049110,TM-PE NO.1 R1,0,1,13.1,174.5,0,0,0,2023-05-03-9:09:33.970,,
249049125,TM-PE NO.1 R1,0,1,13.4,173.7,0,0,0,2023-05-03-9:09:34.493,,
249049136,TM-PE NO.1 R1,0,1,13.6,172.9,0,0,0,2023-05-03-9:09:35.023,,
249049146,TM-PE NO.1 R1,0,1,13.5,176.6,0,0,0,2023-05-03-9:09:35.550,71,
249049160,TM-PE NO.1 R1,0,1,13.2,175,0,0,0,2023-05-03-9:09:36.090,,
249049170,TM-PE NO.1 R1,0,1,13.4,141.6,0,0,0,2023-05-03-9:09:36.620,,
249049178,TM-PE NO.1 R1,0,1,13.4,141.6,0,0,0,2023-05-03-9:09:37.150,,
249049187,TM-PE NO.1 R1,0,1,13.4,141.6,0,0,0,2023-05-03-9:09:37.680,,
249049934,TM-PE NO.1 R1,1,1,13.5,173.7,0,0,0,2023-05-03-9:10:22.107,,
249049944,TM-PE NO.1 R1,1,1,13.5,173.7,0,0,0,2023-05-03-9:10:22.640,,
249049957,TM-PE NO.1 R1,1,1,13.5,173.7,0,0,0,2023-05-03-9:10:23.193,,
249049972,TM-PE NO.1 R1,1,1,13.3,175.4,0,0,0,2023-05-03-9:10:23.730,72,
249049984,TM-PE NO.1 R1,1,1,13.6,176.2,0,0,0,2023-05-03-9:10:24.293,,
249049991,TM-PE NO.1 R1,1,1,13.5,173.7,0,0,0,2023-05-03-9:10:24.810,,
249049998,TM-PE NO.1 R1,1,1,13.1,175.4,0,0,0,2023-05-03-9:10:25.340,,
249050015,TM-PE NO.1 R1,1,1,13,176.2,0,0,0,2023-05-03-9:10:25.877,,
249050877,TM-PE NO.1 R1,0,1,13.4,173.3,0,0,0,2023-05-03-9:11:12.150,,
249050881,TM-PE NO.1 R1,0,1,13.4,172.9,0,0,0,2023-05-03-9:11:12.663,,
249050885,TM-PE NO.1 R1,0,1,13.4,172.9,0,0,0,2023-05-03-9:11:13.180,,
249050889,TM-PE NO.1 R1,0,1,13.5,175.8,0,0,0,2023-05-03-9:11:13.700,73,
249050892,TM-PE NO.1 R1,0,1,13,173.3,0,0,0,2023-05-03-9:11:14.217,,
249050898,TM-PE NO.1 R1,0,1,13.5,172.9,0,0,0,2023-05-03-9:11:14.740,,
249051641,TM-PE NO.1 R1,0,1,14,174.1,0,0,0,2023-05-03-9:12:00.973,,
