id,machine,label,jig,vtg,crt,gas,,,starttime,,
249003561,TM-PE NO.1 R1,0,1,13.1,172.5,0,0,0,2023-05-03-8:25:07.940,24,
249003568,TM-PE NO.1 R1,0,1,13.1,176.6,0,0,0,2023-05-03-8:25:08.460,,
249003571,TM-PE NO.1 R1,0,1,13.2,175.4,0,0,0,2023-05-03-8:25:08.983,,
249004116,TM-PE NO.1 R1,1,1,13.6,175,0,0,0,2023-05-03-8:25:56.177,,
249004119,TM-PE NO.1 R1,1,1,13,177,0,0,0,2023-05-03-8:25:56.697,,
249004122,TM-PE NO.1 R1,1,1,13.3,177.9,0,0,0,2023-05-03-8:25:57.227,,
249004126,TM-PE NO.1 R1,1,1,13.3,173.7,0,0,0,2023-05-03-8:25:57.760,25,
249004129,TM-PE NO.1 R1,1,1,13.4,177,0,0,0,2023-05-03-8:25:58.290,,
249004132,TM-PE NO.1 R1,1,1,13.2,173.3,0,0,0,2023-05-03-8:25:58.803,,
249004134,TM-PE NO.1 R1,1,1,13,174.1,0,0,0,2023-05-03-8:25:59.307,,
249004821,TM-PE NO.1 R1,0,1,13.1,174.1,0,0,0,2023-05-03-8:26:48.400,,
249004825,TM-PE NO.1 R1,0,1,13.3,174.1,0,0,0,2023-05-03-8:26:48.903,,
249004830,TM-PE NO.1 R1,0,1,13.3,176.6,0,0,0,2023-05-03-8:26:49.420,26,
249004837,TM-PE NO.1 R1,0,1,13.3,172.5,0,0,0,2023-05-03-8:26:49.943,,
249004844,TM-PE NO.1 R1,0,1,13.2,173.3,0,0,0,2023-05-03-8:26:50.477,,
249004851,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-8:26:50.990,,
249004855,TM-PE NO.1 R1,0,1,13.2,129.5,0,0,0,2023-05-03-8:26:51.510,,
249005348,TM-PE NO.1 R1,0,1,13.3,176.2,0,0,0,2023-05-03-8:27:38.567,,
249005358,TM-PE NO.1 R1,0,1,13.3,176.2,0,0,0,2023-05-03-8:27:39.103,,
249005365,TM-PE NO.1 R1,0,1,13.3,175.4,0,0,0,2023-05-03-8:27:39.633,27,
249005375,TM-PE NO.1 R1,0,1,13.1,177,0,0,0,2023-05-03-8:27:40.200,,
249005379,TM-PE NO.1 R1,0,1,13.2,173.3,0,0,0,2023-05-03-8:27:40.223,,
249005387,TM-PE NO.1 R1,0,1,13.1,172.9,0,0,0,2023-05-03-8:27:40.763,,
249005395,TM-PE NO.1 R1,0,1,12.8,170.8,0,0,0,2023-05-03-8:27:41.300,,
249006101,TM-PE NO.1 R1,0,1,13.1,174.1,0,0,0,2023-05-03-8:28:30.140,,
249006108,TM-PE NO.1 R1,0,1,13.1,177.5,0,0,0,2023-05-03-8:28:30.660,,
249006115,TM-PE NO.1 R1,0,1,13.2,177.9,0,0,0,2023-05-03-8:28:31.190,28,
249006124,TM-PE NO.1 R1,0,1,13.1,175,0,0,0,2023-05-03-8:28:31.737,,
249006130,TM-PE NO.1 R1,0,1,13.2,175,0,0,0,2023-05-03-8:28:32.270,,
249006137,TM-PE NO.1 R1,0,1,13.1,177,0,0,0,2023-05-03-8:28:32.783,,
249006143,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-8:28:33.300,,
249006808,TM-PE NO.1 R1,0,1,13.2,176.6,0,0,0,2023-05-03-8:29:20.487,,
249006814,TM-PE NO.1 R1,0,1,13.2,176.6,0,0,0,2023-05-03-8:29:21.020,,
249006819,TM-PE NO.1 R1,0,1,13.2,176.2,0,0,0,2023-05-03-8:29:21.550,,
249006824,TM-PE NO.1 R1,0,1,13.1,173.3,0,0,0,2023-05-03-8:29:22.060,29,
249006828,TM-PE NO.1 R1,0,1,13.3,176.2,0,0,0,2023-05-03-8:29:22.597,,
249006833,TM-PE NO.1 R1,0,1,13.1,174.1,0,0,0,2023-05-03-8:29:23.130,,
249006838,TM-PE NO.1 R1,0,1,13.1,177.9,0,0,0,2023-05-03-8:29:23.663,,
249007613,TM-PE NO.1 R1,1,1,14.6,167,0,0,0,2023-05-03-8:30:09.397,,
249007618,TM-PE NO.1 R1,1,1,14.6,167,0,0,0,2023-05-03-8:30:09.920,,
249007629,TM-PE NO.1 R1,1,1,14.6,167,0,0,0,2023-05-03-8:30:10.450,,
249007641,TM-PE NO.1 R1,1,1,14.6,167,0,0,0,2023-05-03-8:30:10.967,30,
249007653,TM-PE NO.1 R1,1,1,13.4,173.7,0,0,0,2023-05-03-8:30:11.507,,
249007665,TM-PE NO.1 R1,1,1,13.1,175.4,0,0,0,2023-05-03-8:30:12.047,,
249007673,TM-PE NO.1 R1,1,1,13.2,175,0,0,0,2023-05-03-8:30:12.567,,
249007682,TM-PE NO.1 R1,1,1,13.1,174.1,0,0,0,2023-05-03-8:30:13.093,,
249008526,TM-PE NO.1 R1,1,1,13.6,171.2,0,0,0,2023-05-03-8:30:59.140,,
249008536,TM-PE NO.1 R1,1,1,13.6,171.2,0,0,0,2023-05-03-8:30:59.700,,
249008551,TM-PE NO.1 R1,1,1,13.1,173.3,0,0,0,2023-05-03-8:31:00.233,,
249008559,TM-PE NO.1 R1,1,1,13.2,173.7,0,0,0,2023-05-03-8:31:00.753,,
249008568,TM-PE NO.1 R1,1,1,13.2,173.7,0,0,0,2023-05-03-8:31:01.287,31,
249008579,TM-PE NO.1 R1,1,1,13.2,173.7,0,0,0,2023-05-03-8:31:01.853,,
249008588,TM-PE NO.1 R1,1,1,13.6,177,0,0,0,2023-05-03-8:31:02.377,,
249008592,TM-PE NO.1 R1,1,1,13.1,150.4,0,0,0,2023-05-03-8:31:02.893,,
249009575,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:31:47.980,,
249009584,TM-PE NO.1 R1,1,1,13.3,174.5,0,0,0,2023-05-03-8:31:48.497,,
249009594,TM-PE NO.1 R1,1,1,13.5,176.6,0,0,0,2023-05-03-8:31:49.030,,
249009606,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:31:49.570,,
249009619,TM-PE NO.1 R1,1,1,13.3,174.1,0,0,0,2023-05-03-8:31:50.110,,
249009629,TM-PE NO.1 R1,1,1,12.9,174.5,0,0,0,2023-05-03-8:31:50.633,32,
249009641,TM-PE NO.1 R1,1,1,13,171.2,0,0,0,2023-05-03-8:31:51.163,,
249009650,TM-PE NO.1 R1,1,1,13,171.2,0,0,0,2023-05-03-8:31:51.703,,
249009662,TM-PE NO.1 R1,1,1,13,171.2,0,0,0,2023-05-03-8:31:52.293,,
249010309,TM-PE NO.1 R1,1,1,13.1,174.1,0,0,0,2023-05-03-8:32:39.883,,
249010320,TM-PE NO.1 R1,1,1,13.1,175,0,0,0,2023-05-03-8:32:40.437,,
249010333,TM-PE NO.1 R1,1,1,13.4,173.3,0,0,0,2023-05-03-8:32:40.980,,
249010345,TM-PE NO.1 R1,1,1,13.2,176.6,0,0,0,2023-05-03-8:32:41.523,33,
249010360,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:32:42.070,,
249010376,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:32:42.613,,
249010387,TM-PE NO.1 R1,1,1,13.1,174.5,0,0,0,2023-05-03-8:32:43.140,,
249011217,TM-PE NO.1 R1,0,1,13.2,172.9,0,0,0,2023-05-03-8:33:30.610,,
249011224,TM-PE NO.1 R1,0,1,13.1,173.7,0,0,0,2023-05-03-8:33:31.123,,
249011231,TM-PE NO.1 R1,0,1,13.1,174.1,0,0,0,2023-05-03-8:33:31.640,,
249011239,TM-PE NO.1 R1,0,1,13.1,175.8,0,0,0,2023-05-03-8:33:32.170,,
249011250,TM-PE NO.1 R1,0,1,13.2,174.1,0,0,0,2023-05-03-8:33:32.720,34,
249011261,TM-PE NO.1 R1,0,1,13.3,176.2,0,0,0,2023-05-03-8:33:33.250,,
249011271,TM-PE NO.1 R1,0,1,13.3,176.2,0,0,0,2023-05-03-8:33:33.790,,
249011281,TM-PE NO.1 R1,0,1,13.3,176.2,0,0,0,2023-05-03-8:33:34.320,,
249011854,TM-PE NO.1 R1,1,1,13.3,174.5,0,0,0,2023-05-03-8:34:20.860,,
249011863,TM-PE NO.1 R1,1,1,13.2,177,0,0,0,2023-05-03-8:34:21.393,,
249011875,TM-PE NO.1 R1,1,1,13,174.1,0,0,0,2023-05-03-8:34:21.927,,
249011886,TM-PE NO.1 R1,1,1,13,173.7,0,0,0,2023-05-03-8:34:22.453,,
249011901,TM-PE NO.1 R1,1,1,13.1,175,0,0,0,2023-05-03-8:34:22.983,,
249011913,TM-PE NO.1 R1,1,1,13,175.4,0,0,0,2023-05-03-8:34:23.540,35,
249011924,TM-PE NO.1 R1,1,1,13,170.4,0,0,0,2023-05-03-8:34:24.080,,
249011940,TM-PE NO.1 R1,1,1,13,170.4,0,0,0,2023-05-03-8:34:24.603,,
249011952,TM-PE NO.1 R1,1,1,13,170.4,0,0,0,2023-05-03-8:34:25.140,,
249012701,TM-PE NO.1 R1,0,1,13.1,171.2,0,0,0,2023-05-03-8:35:16.567,,
249012708,TM-PE NO.1 R1,0,1,13.1,171.2,0,0,0,2023-05-03-8:35:17.110,,
249012715,TM-PE NO.1 R1,0,1,13.3,175.4,0,0,0,2023-05-03-8:35:17.633,36,
249012719,TM-PE NO.1 R1,0,1,13.3,174.1,0,0,0,2023-05-03-8:35:18.143,,
